event,x,y,z,time,x2,y2,z2
ItemPlaced,-0.29, 0.28, -2.79,63900019390,-4.17, 1.25, -4.07
PressedRight,0.07, 1.17, -6.81,63900019476
ReleasedRight,0.13, 1.18, -6.87,63900019476
PressedLeft,-0.14, 1.18, -6.79,63900019477
ReleasedLeft,-0.25, 1.09, -6.79,63900019479
PressedLeft,-1.03, 1.20, -5.07,63900019489
ReleasedLeft,-1.06, 1.20, -4.85,63900019489
PressedLeft,-1.07, 1.20, -4.81,63900019490
ReleasedLeft,-0.97, 1.19, -4.30,63900019490
PressedRight,-0.57, 1.15, -3.84,63900019493
ReleasedRight,-0.58, 1.12, -3.83,63900019493
PressedRight,-0.58, 1.11, -3.83,63900019493
ReleasedRight,-0.58, 1.22, -3.86,63900019494
PressedRight,-0.56, 1.11, -3.82,63900019495
ReleasedRight,-0.54, 1.01, -3.84,63900019496
PressedRight,-0.28, 1.06, -3.80,63900019504
ReleasedRight,-0.27, 0.98, -3.78,63900019505
PressedLeft,-0.45, 1.08, -3.94,63900019506
ReleasedLeft,-0.45, 1.08, -3.94,63900019506
PressedRight,-0.36, 0.91, -3.35,63900019507
GrabRight,-0.36, 0.91, -3.35,63900019507
ReleasedRight,1.07, 1.21, -4.17,63900019514
PressedRight,1.08, 1.22, -4.21,63900019515
GrabRight,1.08, 1.22, -4.21,63900019515
ReleasedRight,1.02, 1.21, -4.20,63900019516
UngrabbedRight,1.02, 1.21, -4.20,63900019516
PressedRight,1.05, 1.22, -4.19,63900019517
GrabRight,1.05, 1.22, -4.19,63900019517
ReleasedRight,-2.70, 1.11, -4.51,63900019529
UngrabbedRight,-2.70, 1.11, -4.51,63900019529
PressedRight,-2.68, 1.15, -4.50,63900019531
GrabRight,-2.68, 1.15, -4.50,63900019531
ReleasedRight,-2.64, 1.12, -4.42,63900019533
UngrabbedRight,-2.64, 1.12, -4.42,63900019533
PressedRight,-2.65, 1.23, -4.53,63900019539
GrabRight,-2.65, 1.23, -4.53,63900019539
ReleasedRight,-2.78, 1.19, -4.44,63900019545
UngrabbedRight,-2.78, 1.19, -4.44,63900019545
PressedRight,-2.93, 1.27, -4.10,63900019548
GrabRight,-2.93, 1.27, -4.10,63900019548
ReleasedRight,-2.93, 1.26, -4.10,63900019548
