ItemPlaced,(-0.28, 1.20, 0.26),63899673737,(-3.10, 1.09, 1.35)
PressedRight,(-0.30, 1.26, -1.13),63899673752
ReleasedRight,(-0.29, 1.27, -1.08),63899673752
PressedRight,(-0.28, 1.28, -1.08),63899673753
PressedLeft,(-0.38, 1.29, -1.08),63899673753
ReleasedRight,(-0.28, 1.27, -1.09),63899673753
ReleasedLeft,(-0.38, 1.29, -1.03),63899673754
PressedLeft,(-0.38, 1.32, -1.02),63899673754
ReleasedLeft,(-0.39, 1.32, -0.98),63899673755
PressedRight,(-0.36, 1.28, -0.68),63899673755
GrabRight,(-0.36, 1.28, -0.68),63899673755
PressedLeft,(-2.01, 1.24, 3.05),63899673764
ReleasedLeft,(-1.44, 1.26, 3.16),63899673764
ReleasedRight,(0.43, 1.32, 3.23),63899673765
UngrabbedRight,(0.43, 1.32, 3.23),63899673765
PressedRight,(0.28, 1.27, 3.21),63899673765
ReleasedRight,(0.28, 1.31, 3.23),63899673766
PressedRight,(0.28, 1.32, 3.23),63899673766
ReleasedRight,(0.38, 1.37, 3.21),63899673767
PressedRight,(0.40, 1.37, 3.21),63899673767
GrabRight,(0.40, 1.37, 3.21),63899673767
ReleasedRight,(3.02, 1.37, 3.56),63899673769
PressedRight,(-1.45, 1.16, 1.12),63899673774
ReleasedRight,(-1.49, 1.19, 1.10),63899673774
PressedRight,(-2.38, 1.24, 1.18),63899673775
ReleasedRight,(-2.36, 1.22, 1.16),63899673775
PressedRight,(-2.37, 1.19, 1.16),63899673775
ReleasedRight,(-2.37, 1.23, 1.16),63899673776
PressedRight,(-2.37, 1.24, 1.18),63899673776
ReleasedRight,(-2.37, 1.22, 1.18),63899673776
PressedRight,(-2.36, 1.23, 1.18),63899673777
ReleasedRight,(-2.37, 1.22, 1.17),63899673777
PressedRight,(-2.37, 1.23, 1.18),63899673777
ReleasedRight,(-2.38, 1.23, 1.16),63899673778
PressedRight,(-2.39, 1.24, 1.17),63899673778
ReleasedRight,(-2.35, 1.28, 1.16),63899673778
PressedRight,(-2.42, 1.18, 1.18),63899673778
ReleasedRight,(-2.38, 1.21, 1.15),63899673779
PressedRight,(-2.39, 1.21, 1.16),63899673779
ReleasedRight,(-2.38, 1.20, 1.16),63899673780
PressedLeft,(-2.38, 1.24, 1.05),63899673780
ReleasedLeft,(-2.41, 1.21, 1.07),63899673781
PressedLeft,(-2.41, 1.23, 1.06),63899673781
ReleasedLeft,(-2.41, 1.22, 1.08),63899673782
PressedRight,(-2.37, 1.22, 1.20),63899673782
ReleasedRight,(-2.36, 1.24, 1.16),63899673782
PressedRight,(-2.37, 1.25, 1.17),63899673782
ReleasedRight,(-2.39, 1.25, 1.13),63899673783
PressedRight,(-2.42, 1.26, 1.14),63899673783
ReleasedRight,(-2.41, 1.21, 1.12),63899673783
PressedRight,(-2.43, 1.18, 1.15),63899673783
ReleasedRight,(-2.40, 1.20, 1.19),63899673784
PressedLeft,(-1.90, 1.21, 1.13),63899673785
ReleasedLeft,(-1.51, 1.23, 1.08),63899673785
PressedRight,(2.94, 1.48, 3.24),63899673788
ReleasedRight,(2.99, 1.51, 3.30),63899673788
PressedRight,(3.02, 1.51, 3.33),63899673788
GrabRight,(3.02, 1.51, 3.33),63899673788
GoalReached,(-3.03, 1.15, 1.36),63899673803,(-3.10, 1.09, 1.35)
ItemPlaced,(-2.80, 1.11, -2.82),63899673803,(-1.54, 1.09, -7.46)
ReleasedRight,(-2.20, 1.03, 1.08),63899673803
PressedRight,(-2.36, 1.20, -1.68),63899673810
ReleasedRight,(-2.35, 1.21, -1.74),63899673811
PressedRight,(-2.45, 1.20, -2.24),63899673811
GrabRight,(-2.45, 1.20, -2.24),63899673811
GoalReached,(-1.54, 1.12, -7.39),63899673818,(-1.54, 1.09, -7.46)
ReleasedRight,(-1.54, 0.96, -6.73),63899673818
ItemPlaced,(-2.90, 0.45, -0.56),63899673818,(-2.82, 1.09, 2.89)
PressedRight,(-2.71, 0.90, -1.30),63899673822
GrabRight,(-2.71, 0.90, -1.30),63899673822
GoalReached,(-2.87, 1.03, 2.86),63899673825,(-2.82, 1.09, 2.89)
ItemPlaced,(0.51, 0.92, -1.97),63899673825,(4.19, 0.28, -0.66)
ReleasedRight,(-3.08, 1.19, 2.12),63899673825
PressedLeft,(-2.40, 1.16, 1.17),63899673827
ReleasedLeft,(-2.17, 1.15, 0.87),63899673828
PressedRight,(-0.22, 1.11, -1.06),63899673829
ReleasedRight,(0.07, 1.11, -1.22),63899673829
PressedRight,(0.32, 1.11, -1.44),63899673829
GrabRight,(0.32, 1.11, -1.44),63899673829
ReleasedRight,(3.04, 0.79, 0.57),63899673834
UngrabbedRight,(3.04, 0.79, 0.57),63899673834
PressedRight,(3.06, 0.99, 0.22),63899673837
GrabRight,(3.06, 0.99, 0.22),63899673837
GoalReached,(4.26, 0.21, -0.66),63899673840,(4.19, 0.28, -0.66)
ItemPlaced,(1.79, 0.35, -3.25),63899673840,(1.66, 1.23, -0.30)
ReleasedRight,(3.52, 0.88, -0.36),63899673840
PressedRight,(2.49, 1.04, -2.52),63899673844
ReleasedRight,(2.46, 0.99, -2.58),63899673844
PressedRight,(2.02, 0.93, -2.98),63899673844
GrabRight,(2.02, 0.93, -2.98),63899673844
GoalReached,(1.64, 1.24, -0.39),63899673851,(1.66, 1.23, -0.30)
ItemPlaced,(0.78, 1.22, -3.36),63899673851,(-2.48, 1.08, -6.91)
ReleasedRight,(1.56, 1.55, -0.98),63899673852
PressedRight,(0.92, 1.19, -2.78),63899673857
GrabRight,(0.92, 1.19, -2.78),63899673857
ReleasedRight,(1.04, 1.28, -2.98),63899673859
UngrabbedRight,(1.04, 1.28, -2.98),63899673859
PressedRight,(1.03, 1.32, -2.90),63899673860
GrabRight,(1.03, 1.32, -2.90),63899673860
ReleasedRight,(1.14, 1.35, -2.95),63899673861
UngrabbedRight,(1.14, 1.35, -2.95),63899673861
PressedRight,(1.17, 1.36, -2.80),63899673862
GrabRight,(1.17, 1.36, -2.80),63899673862
ReleasedRight,(0.98, 1.19, -2.84),63899673864
UngrabbedRight,(0.98, 1.19, -2.84),63899673864
PressedRight,(0.93, 1.20, -2.71),63899673867
GrabRight,(0.93, 1.20, -2.71),63899673867
ReleasedRight,(3.71, 1.36, 3.11),63899673873
UngrabbedRight,(3.71, 1.36, 3.11),63899673873
PressedRight,(3.37, 1.34, 2.95),63899673883
ReleasedRight,(3.39, 1.41, 2.97),63899673883
PressedRight,(3.79, 1.45, 3.11),63899673884
GrabRight,(3.79, 1.45, 3.11),63899673884
ReleasedRight,(27.24, 0.79, -0.79),63899673898
UngrabbedRight,(27.24, 0.79, -0.79),63899673898
PressedRight,(27.22, 0.78, -0.78),63899673899
GrabRight,(27.22, 0.78, -0.78),63899673899
